index,text,text_rating,rating
188,"Если этот первый фильм Криса Рока в качестве режиссёра - то это успех (в относительном смысле). И т. к. он и автор сценария - весьма не плохо.

Хотя суть ясна по ролику: как нелепо выглядит черный бедный парень в форме президента и мы это уже где-то видели, фильм смотрится хорошо.  Спасибо Року, что в фильме мало черного юмора, привычного для чернокожих актеров. Но при этих фактах юмора не так много: он в начале и середине ленты. А за его избрание почти вообще не переживаешь.

6,5 из 10",5 из 10,5
191,"У деятелей мировой киноиндустрии есть такая неизлечимая заразная болезнь – «не умение вовремя остановиться». Последствием этого недуга является появление на свет всевозможных сиквелов и приквелов, как правило, не имеющих никакого отношения к первоначальной ленте и связанных с ней лишь громким названием. Очень редкий случай, когда продолжения удачных картин столь же хороши, а исключительный – когда они превосходят первоисточник. Фильм «Кладбище домашних животных 2» подтверждает это правило, представляя собой жалкую пародию на  знаменитую экранизацию одноименного романа Кинга.

Итак, речь в рассматриваемой ленте идет о подростке по имени Джефф, мать которого, актриса кино, становится жертвой несчастного случая на съемочной площадке. После её смерти отец мальчика принимает решение переехать и отправляется с сыном в Американскую глубинку, где находится печально известное индейское кладбище…

Сюжет, что называется, «слепили из того, что было» - настолько плоская бессмысленная история показана в этой картине, что хочется плакать от разочарования. Да, это уже не Кинг и не хорошо продуманный и исполненный роман, а средний, ни чем не примечательный сценарий. Авторы фильма явно хотели выехать на косвенной принадлежности к первому фильму, я даже представляю их рекламную компанию: «Продолжение нашумевшего фильма ужасов 1989 года, экранизации романа Короля ужасов Стивена Кинга «Кладбище домашних животных»!, ну или что-то в этом роде.

В итоге, идея первой части о смерти, как неотделимой составляющей человеческого бытия, которую нужно принять, как она есть, не страшась и не сопротивляясь естественному порядку вещей, канула в небытие вмести со здравым смыслом. Фильм «Кладбище домашних животных 2» больше напоминает не драму человеческого существования, а «Шоу уродов». В рассматриваемой картине нет ни глубины, ни осмысленности, а главное эта лента совершенно не пугает. Психологический подтекст, игра на нервах, душевные терзания, сердечная боль – все это определения не из этой «пьесы». Максимум что видит зритель – это социальный конфликт на фоне псевдоготических декораций. 

История мальчика, оставшегося без матери и его отца, пассивного безэмоционального человека, который не способен помочь сыну пережить это событие. Или история другого мальчика, друга главного героя, вынужденного терпеть издевательства со стороны неадекватного отчима, по совместительству шефа местной полиции. Или жизнь маленького сельского городка, где каждый немного «с прибабахом» - все это как-то не вяжется с концепцией фильма. А точнее хочется спросить: была ли концепция? Тема жизни и смерти прослеживается в картине только на физическом уровне: весь фильм кто-то умирает, кто-то воскресает – но зачем эти события происходят, не понятно. Даже во время развязки, когда главный герой делает свой выбор, не ясно, что же послужило причиной: осознание незыблемых истин, временное прояснение сознания - или это было решение, взятое с потолка…

Картина совершенно не страшная, как в плане смысловой нагрузки, так и в плане подачи. Нет атмосферы обреченности и цепенящего ужаса, присутствующих в первой части, где боль от потери, желание вернуть все как было и жестокая парадоксальная реальность, соседствовали вместе, вызывая сильнейшие чувства у зрителя. «Кладбище домашних животных 2» - это, скорее, насмешка над человеческой глупостью и его эгоистическим желанием получить даже то, чего в принципе не может быть. Захоронение на индийском кладбище в рассматриваемом фильме – это не столько действие, подкрепленное надеждой и верой, а больше, интересный эксперимент. А воскресшие из мертвых – это не метафора невозможности существования человека без души, а пародия на персонажей «Ночи живых мертвецов» - разложившиеся отупевшие зомби с признаками полоумия на лице и примитивным мышлением.

Снято сие произведение отвратительно: это не эстетика классического трэш-кино, а просто дешевый безвкусный фильм, с плохими «картонными» декорациями и любительским гримом. Даже удивительно, что тот же самый режиссер настолько по-разному подошел к созданию этой серии фильмов. На дворе наступили 90-е, и наверное Ламберт решила сделать фильм более современным, или же за её спиной не стоял Кинг и не капал ей на мозги, не знаю, но вторая часть выглядит совершенно безвкусно. 

Пропал эффект старой пленки, картинка стала более современной, яркой и от того совершенно не соответствующей стилю картины. Спецэффекты по прежнему были «грязными» и грубыми. Но такой прием в ленте «Кладбище домашних животных 2» не действовал устрашающе, а напротив, складывалось ощущение, что видео «пошито белыми нитками», короче, сплошная «порнография». Разве, что движение камеры, были интересны: панорамная съемка и игра с расстояниями удачно выполнена, но запоминающихся ракурсов и нагнетания напряжения практически не было, все довольно ровно. А в целом фильм выглядит, как сделанный «на скорую руку» клип.

Актерские работы очень средние.

Понравилась игра Эдварда Ферлонга, искренне и глубоко актер показал скорбь и печаль в начале фильма, и отлично изобразил одержимость и безумие в конце, его злостная ухмылка – это нечто. Вообще Ферлонг в молодости показывал большой потенциал, из-за него, в основном, и стоит смотреть этот фильм.

Джейсон МакГуайр тоже справился с ролью добродушного ранимого толстячка, я очень сочувствовала не легкой судьбе его персонажа.

Дарлин Флюгел и Клэнси Браун хороши были лишь во второй половине фильма, перемены в их персонажах дались лучше, чем сами персонажи. А может, просто бездушных зомби играть легче…

Энтони Эдвардс своей работой над ролью отца Джеффа разочаровал, все было очень плоско и нудно. В «Скорой помощи» он играл гораздо лучше.

В итоге, фильм «Кладбище домашних животных 2» - недалекое посредственное кино, не имеющее ничего общего с первой частью, кроме этого самого кладбища. Фильм совершенно не страшный, даже больше, он смешной. Если бы мне сказали, что это черная комедия – я бы поверила. Единственное, что, наверное, может понравиться – это незамысловатый сюжет  и относительно хороший финал. То есть, если вы поклонник рассматриваемого жанра, который устал от драмы и хочет посмотреть лёгкий ужастик развлекательного типа, то можно остановить свой выбор на этом творении. Но если вы ждете незабываемых впечатлений и накала страстей или вам понравилась первая часть, лучше не портить впечатление этой второсортной картиной.

5 из 10",5 из 10,5
192,"Фильм не впечатлил совсем. Замысел о великой силе любви, которая способна извлечь из самого ада, с демонстрацией вариантов загробной жизни, сам по себе замечателен, но реализация подкачала весьма. Игра актеров посредственна, перекошенный рот главного героя на протяжении всего фильма наводил меня на мысль о неудачно изготовленной вставной челюсти. Диалоги - словно заимствованы из 'дешевого' отечественного женского сериала. 

   Читала восторженные отзывы перед просмотром и надеялась на что-то близкое по силе воздействия на 'Рассекая волны' фон Триера. На поверку -  'мылодрама' с большим бюджетом.

5 из 10

только за сочные краски",5 из 10,5
194,"'Когда-нибудь, когда не станет нас,

точнее - после нас, на нашем месте,

возникнет тоже что-нибудь такое, 

чему любой, кто знал нас, ужаснётся.

Но знавших нас не будет слишком много.' 

Иосиф Бродский 'Остановка в пустыне'

Возможно, фильм не понравился мне субъективно, - из-за совершенно другого ожидания, которое тоже взялось из субъективного переживания какого-то своего, необщего Че, - не знаю, - но фильм сильно разочаровал.

Загляните хотя бы в 'Википедию', в статью 'Че Гевара', и ответьте: 'Как? Ну как из такого материала, из таких колоритных деталей и поэтичных подробностей, можно было состряпать такую... пресную тягомотину?'. -  Пол-фильма поднимают упавший мотоцикл, потому что делать-то больше нечего, вторую половину - еле виднеются в пейзажах, снятых так, будто нет у нас ни Discovеry, ни BBC:NationalGeographic.

А где же Че? Где человек, которому мало найдётся равных не только в ХХ веке, но и во всей истории? НЕВИДАННЫЙ, - пожалуй, со времён Христа, - РОМАНТИК? Которого через три года, открыв рот, будет слушать сам Фидель? - Че, за год до этого уже обкатавший на рекламном мопеде 12 провинций своей огромной Аргентины, покоритель всех местных гор, отличник медицинского факультета, презирающий своё высокое положение, мечтающий спасти человечество от астмы, от проказы, от смерти - спасти всех от всего; читающий для этого тонны книг, в том числе по-французски; сын диссидента и сосед диссидента, брат активистки и шурин боевика, в доме которого делались бомбы против фашистствующего режима? Где все коммунисты, социалисты и анархисты, которые ему в этом путешествии помогали? С которыми он много спорил, которым много  доказывал, которых впечатлял и - убеждал!? Где его матросы, носильщики, мойщики посуды, различные бедняки, вместе с которыми он получал подённую плату, - он, талантливый врач, - на равных?

- Нету. Че - до сих пор опасен. До сих пор его идеи могут породить ненужные вопросы. Матрица не может позволить себе впустить в систему вирус Че, вирус Нео. Но Матрица очень любит деньги, а имя Че их может принести. Поэтому Че - это милый, ничего не знающий о жизни, легкомысленный, чуть упрямый мальчик, которого уговорили пойти в авантюрный поход ради заграничных 'девочек', - а не с целью объездить все лепрозории континента, собрать их опыт и посвятить себя его синтезу; ах, может, вы не знали? Че - астматик! И это, судя по фильму, самое главное и ужасное... Ах, да, ещё он - революционер, он бросил камень в грузовик: на природе быстро прозреваешь, что к чему...

Авторов можно понять, - в Латинской Америке 'революция' это не слово в учебнике, а жестокая, страшная, кровавая реальность. И вот из дикого мустанга сделали нестрашного мерина и привели пред глаза восхищённой публики. Можно понять и публику, - для многих и такой натурализованный рассказ это вынос мозга, прыжок за флажки, альтернативная реальность, новый опыт...

Но мой Че и Че этого фильма - случайные однофамильцы. Ни тебе кружевного платья для Чинчины, которое Че всё-таки купил. - В Майами; ни плиты для жертвоприношений в Мачу Пикчу, сидя на которой Че  уже знал, прочитав всё, что можно и всего насмотревшись, что 'революцию без стрельбы не делают!'.

Назвали бы фильм честно - 'Как беспечные Хуан и Педро в диких условиях стали не совсем такими, какими были вчера'. - Тогда фильм смотрели бы честно заинтересованные фанаты Гарсии Берналя, забрасывая своего любимца цветами, - ведь он так неотразим, когда ест и пьёт за счёт деревенских простушек и соблазняет жену механика в благодарность за то, что тот ему помог. Я бы спокойно прошёл мимо их тёплого кружка, не чувствуя потребности защитить того, кто мне дорог, от тех, кого я не люблю, - 

циничных манипуляторов.

5 из 10",5 из 10,5
207,"В маленьком датском городке, где центром всей жизни является железнодорожная станция, появляется новый человек – Вильгельм Хуус. К радости местных одиноких провинциалок, он – неженат. Но сам Хуус «положил глаз» на бездетную Катинку, жену начальника станции, и она это заметила… 

Тщательная, с дотошной внимательностью к мелочам и деталям в реконструкции датской реальности конца 19-го века, очень прилежная экранизация романа Хермана Банга. Для мелодрамы – маловато эмоций, для философствований в стиле Бергмана – не хватает глубины мысли. Просто набор вполне профессионально срежиссированных и профессионально снятых сцен, объединенных одной темой - «как в затхлом провинциальном болоте гибнет любое истинное чувство». Единственная режиссерская работа знаменитого шведского («бергмановского») актера Макса фон Сюдова.

5 из 10",5 из 10,5
214,"Сегодня я увидел фильм, который собирался увидеть ещё три дня назад, но как-то не удавалось. И вот я его посмотрел и, этим самым, подвел итог линчевской фильмографии, хранящейся на моём компьютере. Меня до сих пор передёргивает. Голова. Ластик. Линч. Вот уж действительно жуткий фильм. Жуткий и противный. Даже для такого любителя жести как я, для которого отрезание конечностей в «Пиле» это нормально. 

Житель промышленного города Генри (причёска у него классная=) на обеде с сумасшедшей семьёй своей бывшей девушки узнаёт о своём ребёнке от неё. Причём, видимо, это существо и стало причиной неадекватного поведения этой семейки. Потому что, это именно существо – человеком назвать это сложно. Своеобразный ребёнок мутант, который толкает Генри вслед за семьёй её девушки по пути бреда и сумасшествия. Хотя, галлюцинации у него начались ещё до шокирующей новости и, непосредственно, самой встречи с монстром (в сцене с жареной курицей, которую прослабило прямо у него на тарелке), так что, какова истинная причина его невменяемости нам не остаётся только гадать. Может быть длительное пребывание в одиночестве в столь странном и мрачном месте своего обитания? В общем, то ли экологическая обстановка отрицательно сказалась, то ли генно-модифицированные продукты дали о себе знать=), первенец (хотя кто его знает, может и не первенец) Генри родился мутантом не похожим на человека. Знаете, этим фильм мне напомнил «Человека-слона». В обеих картинах речь идёт об уродцах, попавших кому-то на попечительство, но в отличие от «Головы-ластика», «Человек-слон» отличается наряду с «Дюной» от прочих произведений Дэвида Линча отсутствием авангардных сцен и обилия замысловатых символов. В «Ластике» же мы видим классические штрихи старины Линча: начиная излюбленным приёмом влёта камеры в отверстие какого-либо предмета (три раза за фильм!) и заканчивая сюрреалистическими галлюцинациями-снами, разрывающими мозг. А галлюцинаций (или снов?) здесь достаточно, большинство их для меня не имеют смысла. Великая и ужасная «Википедия» мне поведала, что режиссёр ни каких комментарий по поводу смысла фильма не давал (дескать, догадывайтесь сами), более того, что никто так и не подошёл близко к истинному значению фильма. Я ещё как-то могу предположить, что сияющая безумным счастьем изуродованная «мерлин монро», топчущая зародышей, подталкивала этим самым Генри убить своего отпрыска, но больше я ни нашёл ни какой связи видений и событий реальной жизни. К чему этот пластилиновый червь? Что за страшный человек за рычагами появляется в конце и начале фильма? Что за невообразимая идея с головой, которую пустили в производство карандашей??? Объясните кто-нибудь, буду очень признателен. Кстати, для 76-го года, этот новорождённый монстр выглядит весьма убедительно, местами даже естественнее карпентерских пришельцев и чужого Ридли Скотта.

Я не ожидал, никто не ожидал, что «Голова-ластик» получит столь высокую оценку по сравнению с прочими фильмами Дэвида Линча, что этот фильм почти поравняется с самим «Человеком-слоном». Меня пугали, что ужаснее его только «Внутренняя империя». Видимо триллерно-мистическая атмосфера, странный и пугающий сюжет и не столь «выносящие мозг» уместные видения авангардного вида, не дали мне задремать в отличие от «Малхоланд-драйв» и «Внутренней империи». Даже минимальное количество диалогов вылилось в плюс. Если раскидывать фильм по группам зрителей – он, конечно, для трёх последних, особенно для 4-й и 5-й. Поклонники Линча, вы не можете не посмотреть дебютной работы своего кумира – это преступление.   

РЕЙТИНГ: ни че так 

3,5 из 10",5 из 10,5
219,"Почти никаких приятных эмоций эта картина у меня не вызвала. Мало того, что одну из главных ролей тут играет мой любимый актер Мэл Гибсон, так еще и ему в пару поставили не менее талантливого Роберта Дауни-младшего. Казалось бы, эти два замечательных актера, еще такие молодые в то время, должны были как-то заинтересовать меня свое игрой. Но нет. Могу с уверенностью сказать, что это их худшие роли, которые я видел.  На самом деле, сам сюжет в первую очередь неинтересный. Все крутиться вокруг войны во Вьетнаме. Представлено все в виде какой-то непонятной комедии, хотя я ожидал, что это будет боевиком. 

Весь фильм наполнен каким-то завышенным патриотизмом к Америке её подданных. Герои фильма либо являются такими жесткими предателями Родины, у которых нет никакого чувства морали, либо наоборот честные, верные, наполненные чувством долга и ответственности перед своей Статуей Свободы. Все как-то наивно и по-детски. Возможно, режиссеры фильма именно так все и хотели преподнести. В любом случае, лично меня это не завлекло. Чем дольше шел фильм, тем сильнее хотелось, чтобы он поскорее закончился. 

Единственным положительным моментом считаю появление на экране Кена Дженкинса. Актера, игравшего в замечательном сериале «Клиника» главврача.

5 из 10",5 из 10,5
222,"Начну с главного. Против фильма я ничего не имею. Имею против обозначенного издателями жанра фильма и обложки, которые вкупе заставляют думать, что здесь меня ожидает очень напряженный сюжет.

Плюсы фильма вы можете прочесть выше, в положительных рецензиях. А я приведу минусы, которыми, на мой взгляд, обладает этот фильм. Пока что моя негативная рецензия будет первой и я понимаю, что могут заминусовать. Но может кому-то будет интересно прочесть и такую точку зрения.

Рик Латимер (Джеймс Белуши) - директор. Как актер - он прекрасен. Он один из тех актеров, которые сделали себя благодаря таланту, а не физической формы, умению тупо острить, петь рэп/хип-хоп/что-то_другое и т.д. Но! На обложке мы видим его с битой и воображение нам подсказывает, что в фильме будет что-то мега-крутое. Остыньте. Биту Рик возьмет лишь три раза за фильм:

- когда в самом начале фильма в баре решит ближе познакомиться с новым мужем бывшей жены;

- когда его выведут из себя и он взяв биту пойдет в автомастерскую (и все, никакого применения);

- когда в конце фильма он решит положить конец произволу. Но не воспользуется.

Спрашивается, зачем тогда этот постер?

С таким успехом можно для 'мылодрамы' о одиноком полицейском нарисовать его с пистолетом в руке. Пистолет-то он носит с собой? Носит. Но ведь не применяет? Ну и что, зато носит. Так и здесь. Бита лишь один раз (всего один удар) использовалась 'по назначению' в школе, но не Риком.

Дальше. 

Крутые ученики. 

Обратите внимание на описание: '... школы, самой худшей в районе, да и в мире, пожалуй'. По словам учителей ученики этой школы были выгнаны из всех мыслимых и немыслимых школ. Это опасный элемент. Некоторые учителя боятся ходить на уроки. Другие ходят, если там нет самых опасных из опасных. 

А теперь посмотрим на двоих главарей 'мегаопасных' детишек, которым, если верить фильму, зарезать, что плюнуть.

Виктор Дункан (Майкл Райт). Один из авторитетов. Выклядит круто и носит длинный плащ. Он решает, кому можно ходить в школу, а кому нельзя. И когда наступит момент конфликта с директором, он... он будет долго угрожать и пугать последнего бедами и несчастьями. А один раз, в столовой, он даже впадет в истерику. Мега-крутой парень. Хладнокровный. Нет, он и больно сделает, и не одному, но 'крутой' и  трепалка-истеричка... Получается какой-то противоречивый образ.

Белый Зак (Дж. Дж. Коэн). Другой авторитет. При первой встрече директора он и еще один не менее крутой паренек (не помню, как его звали) выглядели как два шкодных щенка. Рик каждого держал за шкирку, встряхивая периодически и таким образом отвел их в школу... Извините, это опасные парни, которых боятся все в округе? Если всех таких опасных можно взять за шиворот одной рукой и они ничего не смогут сделать, то это очень хорошая школа. В обычных школах старшеклассники не то, что за шкирку взять себя - слово кривого не дадут сказать в свою сторону какому-либо учителю.

Финальная битва. Она длится... суммарно около 40 секунд. Может и больше. 'Не надо, перестаньте', проблеял перепуганный крутой авторитет Виктор Дункан. Он очень был перепуган: Рик несколько раз его ударил. Да, 'Неудержимые' отдыхают...

После этой сцены я едва не плевался. Несколько ударов, сопли и блеяние и финальный пинок. И вся школа в восторге. И все это триллер?

Фильм хорош. Но постер, обозначенный жанр (именно 'триллер') и синопсис вводят в заблуждение. Назовите это драмой. Криминальной драмой. Это будет вернее. 

5 из 10",5 из 10,5
225,"Экс-шахтер Фрэнк Мэчин делает незаурядные успехи в большом спорте, подписывая с одним из английских клубов по регби недурственный для себя финансовый контракт. Со временем к Фрэнку приходит и успех, начинающий измеряться и материальными няшками – большая машина, дорогие костюмы, рестораны и масса поклонниц. Вот только на последних у Мэчина реально так не стоит, а сам регбист запал на свою квартирную хозяйку – все еще моложавую вдову Маргарет, воспитывающую двоих детей. Фрэнк продолжает снимать комнату у вдовы, подбивая к ней все ближе яйца, вот только и сама Маргарет не понимает, чего хочет, вдаваясь постоянно в самые несуразные крайности.

Линдсей Андерсон – бывший кинокритик, ранее баловавшийся постановками документальных короткометражек из набиравшего моду в Англии направления социального реализма «новой волны», в 1963-м сам созрел на «мастер-класс» для зрительской публики, экранизировав роман некоего Дэвида Стори. И хотя кино у критиков пользовалось недурственным успехов (в Штатах и вовсе было выдвинуто на две центральные оскаровские номинации), в английском и американском прокате «Спортивная жизнь» провалилась. И как по мне – вполне справедливо.

Тематически Андерсон взял за предмет исследования все тот же «категориальный аппарат» из «новой волны» - обгаженную провинцию, проблематику простых людей, конфликт денди и пролетариата… Но кино вышло весьма невразумительным в плане личностно-мотивационных поступков двух главных героев. С одной стороны мы имеем чуть быковатого, но искреннего парня с внешностью Ричарда Харриса, который по манере игры очень здорово похож на раннего Марлона Брандо. Герой Харриса «запал» на бабу с определенным бэкграундом, где-то ее добивается, где-то с ней бьется головой об стену, но неизменно испытывает внутренний душевный дискомфорт, который на самом деле можно было решить проще пареной репы – сделать своей пассии предложение. Харис/Мэчин в фильме этого не делает, и тогда тематика его душевных страданий становится уже совсем непонятна – если ты не хочешь жениться, то чего бесишься, что тебе через раз дают?

На другой половине поля играет героиня Рейчел Робертс, и здесь наблюдается еще более тяжелый клинический случай. Баба явно не первой свежести, двое детей на борту, отсутствие материальной стабильности и набор классовых комплексов («мой муж за всю жизнь в шахте заработал меньше, чем ты получил за год игры в регби»). И вот ТАКОЙ бабе попадает джек-пот – в меру симпатичный, чуть тупой, но обаятельный, а еще и верный спортсмен с недурственными перспективами. Но взамен этот перспективный дуболом получает хроническое фырканье от женщины, которая даже подарки благодарно принимать не умеет («я одену эту шубу разве что на один день»). Ну а сюжетная развязка с непременным «the end-ом» для одного из героев, окунает всю постановку в нарочито-переигранный и неестественно драматический пафос.

Кстати, оскаровские номинации для Харриса и Робертс также не столь однозначны. В меньшей степени это касается Ричарда Харриса, который показал душевную многогранность своего персонажа. А вот Рейчел Робертс была не столь убедительна, хотя в некоторой мере роль в этом фильме пересечется с настоящей трагедией актрисы в жизни. В 1971-м от актрисы уйдет муж Рекс Харрисон, а через 9 лет Робертс, не сумев пережить расставания с ним, покончит жизнь самоубийством.

Сегодня принято говорить о британской «новой волне», как о некоем прогрессивном веянии в островном кинематографе. Но как по мне, во-первых, что такое настоящий соцреализм в 40-х куда успешнее показали итальянцы со своим неореализмом, а во-вторых, большинство «откровений» «новой волны» были очень слабы именно с художественно-эстетической стороны. «Такова спортивная жизнь» один из примеров перехваленного критикой, но справедливо неоцененного зрителем фильма.

6 из 10",6 из 10,6
226,"Я приветствую вас. Почти 2 года я шел к написанию своей первой рецензии. Случилось. То ли лень отлучилась по делам, то ли усердие проведало меня. Подозреваю лень.

   Я ожидал от фильма интересную историю Англии, а получил историческую мелодраму. А также задался следующими вопросами: 1. Куда дели Мерлина?  2. Где приличные сражения? И это не все претензии. Первый пункт не требует пояснения. Касательно второго пункта, вспоминаются слова великого Лермонтова: «Смешались в кучу кони, люди..» И еще трясется камера. Я пытался понять, честно. Но, увы…

  Касательно актерской игры. Король Артур в исполнении Замечательного Шона Коннери был хорош. Принц Маллаган в исполнении Бена Кросса был неплох. Остальные – никак. Теперь – типаж. Гиру, который предоставил нашему взору Ланселота, место лишь в мелодрамах и слезливых драмах. По типажу совершенно не подходит, а его хитро-печальное лицо сердцееда привносило в картину некий фарс. И это вкупе с фривольной особой с прекрасным именем Гинерва. Во-первых, не произвела впечатления красотки, от которой теряют голову достойнейшие. Обычная симпатичная девушка, коих очень много. А за ее поведение по ходу фильма в последней битве хотелось, чтоб ее убили.. Шон Коннери, единственный, кому сопереживаешь. Правда, слишком правильный, но, они такие, эти короли Артуры. Маллаган, в принципе, произвел впечатление жестокого негодяя, каких и должны наказывать праведные мужи.

   Теперь пройдемся по впечатлениям от декораций и иже с ними. Кое-что передало эпоху, но слишком мало. Зато много пафоса и соплей. Имеются и дыры в сюжете. И многовато случайностей а-ля «вмешалось», «спас». Они присутствуют почти в каждом фильме, но перебирать с ними не стоит.

   В конце хочется вспомнить, как мы с другом вчера шутки ради посмотрели фильм Александра  Невского Черная роза. Если их сравнивать,  то Первый рыцарь шедеврален. А так, только пятерка.

5 из 10",5 из 10,5
